,date,lat,lng,thunder,snow,minhumidity,coolingdegreedays,maxdewptm,heatingdegreedays,meanpressurem,rain,minwspdm,fog,humidity,gdegreedays,mindewptm,minpressurem,maxtempm,meanwindspdm,maxpressurem,hail,meandewptm,maxwspdm,precipm,meantempm,meanwdird,maxhumidity,mintempm
1910,6,0.7583818453866851,-1.4052783413412797,0.0,0.0,56.0,0.0,16.0,4.0,1011.24,0.0,0.0,0.0,91.0,12.0,10.0,1007.0,24.0,3.0,1013.0,0.0,13.0,20.0,0.0,16.0,155.0,100.0,8.0
1911,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,82.0,0.0,17.0,6.0,1005.5,0.0,0.0,0.0,94.0,9.0,12.0,1001.0,21.0,2.0,1010.0,0.0,15.0,6.0,0.0,15.0,-1.0,99.0,9.0
1912,6,0.7701578087426937,-1.3779092360503051,0.0,0.0,64.0,0.0,16.0,0.0,997.66,1.0,0.0,0.0,83.0,15.0,15.0,996.0,22.0,7.0,1001.0,0.0,15.0,17.0,0.8,18.0,196.0,94.0,15.0
1913,7,0.7913568344264905,-1.3826246833519222,0.0,0.0,46.0,0.0,14.0,6.0,1023.0,0.0,2.0,0.0,70.0,9.0,10.0,1021.0,24.0,2.0,1024.0,0.0,13.0,4.0,0.0,15.0,-1.0,100.0,8.0
1914,5,0.7570374182638738,-1.4026415502672442,0.0,0.0,34.0,0.0,5.0,20.0,1012.18,1.0,0.0,0.0,58.0,0.0,-3.0,1007.0,11.0,19.0,1017.0,0.0,0.0,43.0,0.5,7.0,290.0,87.0,3.0
1915,7,0.7913568344264905,-1.3826246833519222,0.0,0.0,55.0,0.0,17.0,6.0,1012.0,0.0,0.0,0.0,83.0,9.0,9.0,1011.0,23.0,2.0,1013.0,0.0,13.0,9.0,0.0,15.0,-1.0,100.0,8.0
1916,8,0.7913568344264905,-1.3826246833519222,0.0,0.0,62.0,4.0,21.0,0.0,1009.75,0.0,6.0,0.0,75.0,18.0,13.0,1008.0,24.0,6.0,1011.0,0.0,17.0,13.0,0.0,20.0,-1.0,84.0,17.0
1917,8,0.7547307882158121,-1.3983146737551027,0.0,0.0,54.0,8.0,22.0,0.0,1020.36,0.0,0.0,0.0,80.0,24.0,17.0,1019.0,29.0,6.0,1021.0,0.0,20.0,18.0,0.0,23.0,211.0,100.0,17.0
1918,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,41.0,0.0,16.0,8.0,1007.55,1.0,7.0,0.0,71.0,8.0,2.0,1003.0,19.0,18.0,1013.0,0.0,10.0,32.0,0.2,14.0,269.0,100.0,8.0
1919,4,0.7913568344264905,-1.3826246833519222,0.0,0.0,59.0,0.0,3.0,28.0,1009.0,0.0,7.0,0.0,84.0,0.0,-1.0,1005.0,5.0,8.0,1013.0,0.0,1.0,17.0,0.0,2.0,-1.0,95.0,0.0
1920,4,0.7913568344264905,-1.3826246833519222,0.0,0.0,29.0,0.0,8.0,12.0,1009.0,0.0,4.0,0.0,54.0,2.0,1.0,1007.0,17.0,8.0,1013.0,0.0,3.0,24.0,0.0,12.0,-1.0,85.0,6.0
1921,5,0.7790271880288935,-1.3405876602562323,0.0,0.0,73.0,0.0,16.0,4.0,1006.13,0.0,4.0,1.0,87.0,10.0,11.0,1004.0,20.0,7.0,1008.0,0.0,13.0,15.0,0.0,16.0,184.0,100.0,12.0
1922,5,0.7788112035339589,-1.4070387676913039,0.0,0.0,45.0,0.0,9.0,10.0,1007.89,0.0,0.0,0.0,68.0,6.0,4.0,1006.0,17.0,6.0,1010.0,0.0,7.0,22.0,0.0,13.0,296.0,83.0,8.0
1923,5,0.7701578087426937,-1.3779092360503051,0.0,0.0,21.0,7.0,12.0,0.0,1013.56,0.0,0.0,0.0,44.0,22.0,5.0,1012.0,27.0,6.0,1015.0,0.0,9.0,15.0,0.0,22.0,97.0,68.0,17.0
1924,4,0.7583818453866851,-1.4052783413412797,0.0,0.0,16.0,0.0,1.0,22.0,1015.59,0.0,0.0,0.0,51.0,0.0,-6.0,1013.0,16.0,6.0,1018.0,0.0,-3.0,20.0,0.0,6.0,323.0,86.0,-3.0
1925,4,0.7583818453866851,-1.4052783413412797,0.0,0.0,14.0,0.0,2.0,18.0,1014.76,0.0,0.0,0.0,51.0,0.0,-4.0,1008.0,17.0,9.0,1018.0,0.0,-1.0,28.0,0.0,8.0,93.0,93.0,0.0
1926,6,0.7701578087426937,-1.3779092360503051,0.0,0.0,88.0,0.0,17.0,2.0,1007.47,1.0,0.0,0.0,93.0,13.0,15.0,1007.0,18.0,7.0,1009.0,0.0,16.0,11.0,0.0,18.0,46.0,94.0,17.0
1927,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,61.0,0.0,17.0,8.0,1012.25,0.0,4.0,0.0,84.0,8.0,9.0,1008.0,17.0,5.0,1019.0,0.0,12.0,13.0,0.0,14.0,-1.0,99.0,12.0
1928,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,56.0,0.0,11.0,12.0,1019.75,0.0,6.0,0.0,74.0,3.0,9.0,1018.0,16.0,8.0,1022.0,0.0,10.0,15.0,0.0,12.0,-1.0,88.0,7.0
1929,7,0.7913568344264905,-1.3826246833519222,0.0,0.0,39.0,0.0,15.0,2.0,1019.5,0.0,6.0,0.0,63.0,12.0,10.0,1017.0,26.0,6.0,1021.0,0.0,13.0,17.0,0.0,17.0,-1.0,95.0,8.0
1930,7,0.7749679331783177,-1.418932228794218,0.0,0.0,46.0,2.0,17.0,0.0,1014.37,0.0,0.0,0.0,67.0,16.0,12.0,1014.0,25.0,7.0,1015.0,0.0,14.0,17.0,0.0,19.0,265.0,88.0,13.0
1931,8,0.7913568344264905,-1.3826246833519222,0.0,0.0,67.0,6.0,22.0,0.0,1009.75,0.0,2.0,0.0,86.0,20.0,18.0,1007.0,27.0,5.0,1012.0,0.0,20.0,11.0,0.0,22.0,-1.0,100.0,17.0
1932,4,0.7682510652056403,-1.3869742332954236,0.0,0.0,49.0,0.0,6.0,22.0,1019.04,0.0,0.0,0.0,68.0,0.0,-4.0,1015.0,14.0,4.0,1022.0,0.0,1.0,17.0,0.0,6.0,115.0,81.0,-1.0
1933,4,0.7891748729614849,-1.3777424477944997,0.0,0.0,54.0,0.0,13.0,10.0,998.5,0.0,6.0,0.0,82.0,6.0,3.0,995.0,19.0,9.0,1003.0,0.0,8.0,33.0,0.3,13.0,-1.0,95.0,4.0
1934,4,0.7903605374178259,-1.3785555025529286,0.0,0.0,72.0,0.0,6.0,28.0,997.5,0.0,11.0,0.0,84.0,0.0,-4.0,993.0,6.0,12.0,1002.0,0.0,0.0,24.0,0.0,3.0,-1.0,96.0,-1.0
1935,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,24.0,0.0,11.0,6.0,1012.75,0.0,2.0,0.0,57.0,10.0,6.0,1011.0,23.0,4.0,1014.0,0.0,9.0,11.0,0.0,15.0,-1.0,97.0,8.0
1936,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,34.0,0.0,11.0,8.0,1016.0,0.0,0.0,0.0,63.0,7.0,7.0,1015.0,22.0,2.0,1017.0,0.0,9.0,7.0,0.0,14.0,-1.0,99.0,6.0
1937,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,35.0,0.0,10.0,10.0,1017.25,0.0,0.0,0.0,68.0,6.0,6.0,1016.0,22.0,4.0,1019.0,0.0,9.0,18.0,0.0,13.0,-1.0,97.0,4.0
1938,6,0.7806212670479098,-1.3970623260605641,0.0,0.0,39.0,0.0,9.0,11.0,1012.3,0.0,2.0,0.0,58.0,4.0,1.0,1008.0,19.0,6.0,1016.0,0.0,5.0,13.0,0.0,12.0,137.0,78.0,5.0
1939,6,0.7806212670479098,-1.3970623260605641,0.0,0.0,63.0,0.0,12.0,6.0,1011.76,0.0,4.0,0.0,73.0,8.0,7.0,1010.0,18.0,10.0,1014.0,0.0,9.0,20.0,0.0,14.0,317.0,81.0,11.0
1940,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,37.0,4.0,18.0,0.0,1013.0,0.0,0.0,0.0,65.0,18.0,14.0,1011.0,29.0,2.0,1014.0,0.0,16.0,9.0,0.0,20.0,-1.0,97.0,12.0
1941,6,0.7700042296952004,-1.3747741353751155,0.0,0.0,31.0,12.0,19.0,0.0,1011.48,0.0,0.0,0.0,58.0,26.0,14.0,1010.0,31.0,6.0,1013.0,0.0,16.0,18.0,0.0,24.0,321.0,88.0,18.0
1942,7,0.7700849412464229,-1.38858306276877,0.0,0.0,64.0,0.0,12.0,7.0,1007.5,0.0,0.0,0.0,82.0,8.0,10.0,1006.0,18.0,7.0,1010.0,0.0,11.0,20.0,0.4,14.0,281.0,94.0,11.0
1943,6,0.7570374182638738,-1.4026415502672442,0.0,0.0,30.0,7.0,20.0,0.0,1012.17,0.0,0.0,0.0,77.0,22.0,14.0,1010.0,31.0,1.0,1013.0,0.0,16.0,15.0,0.0,22.0,323.0,100.0,14.0
1944,7,0.7913568344264905,-1.3826246833519222,0.0,0.0,29.0,0.0,13.0,8.0,1018.25,0.0,0.0,0.0,68.0,6.0,6.0,1013.0,23.0,3.0,1021.0,0.0,10.0,11.0,0.0,14.0,-1.0,97.0,4.0
1945,7,0.7913568344264905,-1.3826246833519222,0.0,0.0,31.0,0.0,18.0,2.0,1023.25,0.0,0.0,0.0,74.0,12.0,10.0,1021.0,26.0,1.0,1025.0,0.0,13.0,4.0,0.0,16.0,-1.0,97.0,8.0
1946,7,0.7904104261232645,-1.3925274806983385,0.0,0.0,72.0,1.0,18.0,0.0,1007.91,0.0,0.0,0.0,89.0,16.0,16.0,1007.0,21.0,8.0,1009.0,0.0,16.0,17.0,1.0,18.0,259.0,98.0,15.0
1947,8,0.7913568344264905,-1.3826246833519222,0.0,0.0,41.0,0.0,17.0,3.0,1016.0,0.0,2.0,0.0,76.0,12.0,10.0,1013.0,25.0,4.0,1018.0,0.0,14.0,15.0,0.0,17.0,-1.0,100.0,9.0
1948,8,0.7913568344264905,-1.3826246833519222,0.0,0.0,51.0,0.0,12.0,8.0,1015.0,0.0,0.0,0.0,73.0,6.0,10.0,1012.0,20.0,4.0,1016.0,0.0,11.0,15.0,0.0,14.0,-1.0,91.0,7.0
1949,8,0.7641350789197892,-1.4002455971766912,0.0,0.0,66.0,10.0,24.0,0.0,1018.52,0.0,4.0,0.0,87.0,24.0,19.0,1017.0,29.0,8.0,1020.0,0.0,21.0,18.0,12.0,24.0,208.0,100.0,18.0
1951,4,0.7643077180763564,-1.394676200863353,0.0,0.0,12.0,0.0,4.0,18.0,1019.26,1.0,11.0,0.0,37.0,0.0,-11.0,1016.0,12.0,18.0,1022.0,0.0,-6.0,35.0,0.0,8.0,84.0,71.0,5.0
1952,7,0.7669366901617367,-1.4017068653662774,0.0,0.0,70.0,0.0,16.0,4.0,1004.66,0.0,4.0,0.0,93.0,10.0,14.0,1002.0,19.0,8.0,1008.0,0.0,15.0,13.0,0.9,16.0,302.0,100.0,13.0
1953,4,0.7913568344264905,-1.3826246833519222,0.0,0.0,21.0,0.0,8.0,6.0,1010.5,0.0,4.0,0.0,48.0,8.0,6.0,1008.0,25.0,8.0,1014.0,0.0,7.0,32.0,0.0,14.0,-1.0,85.0,4.0
1955,4,0.7538827181876018,-1.3836700481908686,0.0,0.0,33.0,0.0,8.0,8.0,1013.04,0.0,2.0,0.0,54.0,8.0,0.0,1011.0,19.0,14.0,1016.0,0.0,5.0,28.0,0.0,14.0,216.0,79.0,9.0
1956,6,0.7650660026362179,-1.3816553884553526,0.0,0.0,35.0,6.0,18.0,0.0,1012.38,0.0,0.0,0.0,66.0,22.0,12.0,1011.0,29.0,5.0,1014.0,0.0,16.0,15.0,0.0,22.0,253.0,100.0,15.0
1957,5,0.7682510652056403,-1.3869742332954236,0.0,0.0,46.0,2.0,15.0,0.0,1004.97,1.0,0.0,0.0,65.0,17.0,9.0,1003.0,25.0,9.0,1007.0,0.0,13.0,30.0,0.0,19.0,170.0,77.0,13.0
1958,5,0.7913568344264905,-1.3826246833519222,0.0,0.0,47.0,0.0,15.0,6.0,1005.25,0.0,6.0,0.0,75.0,9.0,9.0,1002.0,21.0,8.0,1008.0,0.0,12.0,17.0,0.0,15.0,-1.0,100.0,11.0
1959,5,0.7578728896811721,-1.3935968283302356,0.0,0.0,53.0,0.0,17.0,1.0,1004.24,0.0,2.0,0.0,71.0,14.0,9.0,1002.0,24.0,10.0,1006.0,0.0,14.0,28.0,0.0,18.0,214.0,88.0,12.0
1960,5,0.7856324044958338,-1.3585901583676416,0.0,0.0,46.0,0.0,7.0,16.0,1018.86,0.0,0.0,0.0,75.0,0.0,4.0,1015.0,13.0,6.0,1022.0,0.0,5.0,13.0,0.5,10.0,304.0,95.0,6.0
1961,5,0.7913568344264905,-1.3826246833519222,0.0,0.0,14.0,0.0,7.0,12.0,1025.5,0.0,7.0,0.0,59.0,3.0,-1.0,1024.0,21.0,10.0,1027.0,0.0,3.0,20.0,0.0,12.0,-1.0,97.0,4.0
1962,5,0.7581609477899065,-1.3984746988511556,0.0,0.0,21.0,0.0,10.0,0.0,1016.39,0.0,0.0,0.0,49.0,16.0,5.0,1015.0,27.0,12.0,1019.0,0.0,7.0,22.0,0.0,18.0,308.0,76.0,9.0
1963,5,0.7913568344264905,-1.3826246833519222,0.0,0.0,39.0,4.0,12.0,0.0,1018.75,0.0,4.0,0.0,49.0,19.0,11.0,1018.0,24.0,5.0,1019.0,0.0,12.0,17.0,0.0,20.0,-1.0,58.0,17.0
1964,5,0.7839146335332531,-1.3740977200951356,0.0,0.0,37.0,2.0,17.0,0.0,1023.18,0.0,0.0,1.0,79.0,18.0,11.0,1022.0,29.0,6.0,1025.0,0.0,14.0,17.0,0.0,20.0,157.0,100.0,11.0
1966,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,76.0,0.0,11.0,14.0,1014.25,0.0,4.0,0.0,91.0,0.0,8.0,1009.0,13.0,4.0,1020.0,0.0,10.0,7.0,0.0,10.0,-1.0,98.0,8.0
1967,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,12.0,0.0,9.0,8.0,1021.5,0.0,4.0,0.0,50.0,6.0,-1.0,1020.0,24.0,6.0,1022.0,0.0,5.0,9.0,0.0,14.0,-1.0,99.0,5.0
1968,6,0.7666214193660252,-1.3857756235513794,0.0,0.0,36.0,2.0,17.0,0.0,1011.55,1.0,0.0,0.0,58.0,16.0,2.0,1007.0,25.0,14.0,1018.0,0.0,10.0,33.0,20.0,19.0,135.0,77.0,13.0
1969,6,0.7557487168613013,-1.3935676167820337,0.0,0.0,37.0,8.0,22.0,0.0,1000.23,0.0,0.0,0.0,72.0,23.0,14.0,997.0,26.0,9.0,1007.0,0.0,18.0,30.0,0.0,22.0,244.0,95.0,19.0
1970,7,0.7913568344264905,-1.3826246833519222,0.0,0.0,32.0,0.0,10.0,12.0,1025.25,0.0,4.0,0.0,60.0,4.0,6.0,1024.0,20.0,7.0,1026.0,0.0,8.0,15.0,0.0,12.0,-1.0,100.0,5.0
1972,7,0.7666214193660252,-1.3857756235513794,0.0,0.0,32.0,15.0,22.0,0.0,1010.5,1.0,6.0,0.0,59.0,30.0,15.0,1010.0,30.0,10.0,1011.0,0.0,17.0,22.0,0.0,26.0,266.0,83.0,23.0
1974,7,0.7721063501459658,-1.3370125614255368,0.0,0.0,35.0,7.0,19.0,0.0,1016.51,0.0,11.0,0.0,58.0,22.0,12.0,1016.0,29.0,14.0,1018.0,0.0,15.0,26.0,0.0,22.0,282.0,88.0,16.0
1975,7,0.765730079685354,-1.3829406053472042,0.0,0.0,38.0,4.0,15.0,0.0,1015.13,0.0,6.0,0.0,61.0,19.0,11.0,1011.0,25.0,13.0,1017.0,0.0,13.0,24.0,0.0,20.0,328.0,88.0,16.0
1976,8,0.7913568344264905,-1.3826246833519222,0.0,0.0,71.0,0.0,19.0,5.0,1012.0,0.0,6.0,0.0,88.0,10.0,14.0,1011.0,21.0,4.0,1013.0,0.0,17.0,7.0,0.0,15.0,-1.0,98.0,11.0
1977,8,0.7913568344264905,-1.3826246833519222,0.0,0.0,47.0,0.0,18.0,0.0,1011.0,0.0,4.0,0.0,71.0,14.0,13.0,1009.0,23.0,7.0,1013.0,0.0,16.0,18.0,0.0,18.0,-1.0,89.0,13.0
1978,8,0.7913568344264905,-1.3826246833519222,0.0,0.0,44.0,2.0,17.0,0.0,1023.5,0.0,9.0,0.0,80.0,18.0,13.0,1023.0,27.0,8.0,1024.0,0.0,15.0,18.0,0.0,20.0,-1.0,100.0,13.0
1979,8,0.7913568344264905,-1.3826246833519222,0.0,0.0,55.0,4.0,21.0,0.0,1024.25,0.0,4.0,0.0,85.0,19.0,12.0,1023.0,29.0,6.0,1026.0,0.0,17.0,15.0,0.0,20.0,-1.0,100.0,12.0
1980,4,0.7680467685289833,-1.3814032813010604,0.0,1.0,30.0,0.0,0.0,25.0,1009.57,1.0,7.0,0.0,58.0,0.0,-5.0,1006.0,7.0,18.0,1014.0,0.0,-3.0,35.0,0.2,4.0,293.0,81.0,1.0
1981,10,0.7744192794478135,-1.4088587387472031,0.0,0.0,67.0,0.0,16.0,4.0,998.43,0.0,7.0,0.0,81.0,10.0,10.0,993.0,18.0,13.0,1002.0,0.0,13.0,26.0,4.0,16.0,163.0,92.0,13.0
1982,2,0.8115199303533943,-1.412654957971541,0.0,0.0,23.0,0.0,-11.0,54.0,1015.84,0.0,11.0,0.0,55.0,0.0,-25.0,1014.0,-7.0,15.0,1019.0,0.0,-18.0,26.0,0.0,-10.0,341.0,73.0,-15.0
1984,4,0.7681684485686345,-1.3825646002908094,1.0,0.0,63.0,0.0,17.0,7.0,1004.22,1.0,0.0,1.0,87.0,8.0,8.0,998.0,21.0,8.0,1009.0,0.0,13.0,37.0,6.0,14.0,133.0,100.0,8.0
1985,4,0.7686822724864726,-1.3839041666567309,1.0,0.0,63.0,0.0,17.0,7.0,1004.22,1.0,0.0,1.0,87.0,8.0,8.0,998.0,21.0,8.0,1009.0,0.0,13.0,37.0,6.0,14.0,133.0,100.0,8.0
1986,4,0.7686822724864726,-1.3839041666567309,1.0,0.0,58.0,0.0,14.0,12.0,997.61,1.0,6.0,0.0,82.0,2.0,3.0,990.0,15.0,19.0,1005.0,0.0,9.0,61.0,3.0,12.0,198.0,100.0,8.0
1987,4,0.7700042296952004,-1.3747741353751155,1.0,0.0,88.0,0.0,14.0,12.0,1008.98,1.0,0.0,1.0,98.0,2.0,8.0,1006.0,15.0,12.0,1014.0,0.0,11.0,30.0,0.0,12.0,79.0,100.0,8.0
1988,4,0.7746767819385967,-1.3671244245283694,0.0,0.0,50.0,0.0,15.0,7.0,1007.0,0.0,0.0,0.0,80.0,8.0,10.0,1004.0,23.0,4.0,1009.0,0.0,13.0,17.0,0.0,14.0,-1.0,97.0,6.0
1990,6,0.7700042296952004,-1.3747741353751155,0.0,0.0,35.0,6.0,18.0,0.0,1012.38,0.0,0.0,0.0,66.0,22.0,12.0,1011.0,29.0,5.0,1014.0,0.0,16.0,15.0,0.0,22.0,253.0,100.0,15.0
1991,6,0.769285992588633,-1.3785361475781046,0.0,0.0,27.0,6.0,14.0,0.0,1010.81,0.0,6.0,0.0,56.0,21.0,9.0,1009.0,27.0,12.0,1012.0,0.0,12.0,22.0,0.0,22.0,336.0,77.0,16.0
1992,4,0.7680282976157503,-1.3907127309753462,0.0,0.0,60.0,0.0,14.0,16.0,1025.29,0.0,7.0,0.0,85.0,0.0,0.0,1018.0,15.0,13.0,1034.0,0.0,6.0,24.0,4.0,10.0,325.0,98.0,2.0
1993,4,0.7669366901617367,-1.4017068653662774,0.0,0.0,52.0,0.0,15.0,16.0,1025.28,0.0,6.0,0.0,88.0,0.0,2.0,1019.0,13.0,13.0,1033.0,0.0,8.0,24.0,4.0,10.0,343.0,100.0,5.0
1994,4,0.7669366901617367,-1.4017068653662774,0.0,0.0,36.0,0.0,16.0,14.0,1017.95,0.0,7.0,0.0,76.0,1.0,-4.0,1004.0,16.0,15.0,1027.0,0.0,7.0,39.0,13.0,10.0,136.0,100.0,4.0
1995,5,0.7669366901617367,-1.4017068653662774,0.0,0.0,23.0,0.0,4.0,16.0,1013.19,0.0,2.0,0.0,61.0,0.0,0.0,1012.0,17.0,9.0,1015.0,0.0,2.0,26.0,0.0,9.0,241.0,100.0,1.0
1996,5,0.7669366901617367,-1.4017068653662774,0.0,0.0,32.0,0.0,9.0,16.0,1022.88,0.0,0.0,0.0,72.0,0.0,-1.0,1009.0,18.0,7.0,1026.0,0.0,5.0,22.0,0.2,10.0,99.0,100.0,0.0
1997,8,0.777053229371534,-1.4126459433459546,1.0,0.0,74.0,7.0,23.0,0.0,1012.11,1.0,0.0,1.0,88.0,22.0,17.0,1010.0,27.0,11.0,1015.0,0.0,20.0,28.0,17.0,22.0,201.0,100.0,17.0
1999,4,0.7649517010235048,-1.3812907019081484,0.0,0.0,73.0,0.0,15.0,14.0,1024.39,1.0,4.0,0.0,89.0,0.0,6.0,1020.0,12.0,11.0,1027.0,0.0,9.0,22.0,3.0,10.0,70.0,100.0,8.0
2000,4,0.7649517010235048,-1.3812907019081484,0.0,0.0,30.0,0.0,13.0,4.0,1021.65,0.0,0.0,0.0,60.0,12.0,4.0,1019.0,28.0,11.0,1025.0,0.0,9.0,41.0,0.0,16.0,184.0,93.0,5.0
2001,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,41.0,0.0,16.0,8.0,1007.55,1.0,7.0,0.0,71.0,8.0,2.0,1003.0,19.0,18.0,1013.0,0.0,10.0,32.0,0.2,14.0,269.0,100.0,8.0
2002,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,33.0,0.0,7.0,14.0,1020.0,0.0,0.0,0.0,53.0,1.0,-2.0,1017.0,17.0,8.0,1022.0,0.0,3.0,22.0,0.0,10.0,79.0,72.0,4.0
2003,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,33.0,0.0,7.0,14.0,1020.0,0.0,0.0,0.0,53.0,1.0,-2.0,1017.0,17.0,8.0,1022.0,0.0,3.0,22.0,0.0,10.0,79.0,72.0,4.0
2004,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,52.0,0.0,11.0,10.0,1014.3,1.0,0.0,0.0,75.0,4.0,7.0,1010.0,18.0,7.0,1016.0,0.0,9.0,17.0,5.0,12.0,94.0,94.0,7.0
2005,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,52.0,0.0,11.0,10.0,1014.3,1.0,0.0,0.0,75.0,4.0,7.0,1010.0,18.0,7.0,1016.0,0.0,9.0,17.0,5.0,12.0,94.0,94.0,7.0
2006,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,47.0,0.0,13.0,6.0,1007.86,1.0,0.0,0.0,79.0,10.0,9.0,1007.0,19.0,8.0,1010.0,0.0,11.0,20.0,5.0,15.0,304.0,100.0,11.0
2007,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,47.0,0.0,13.0,6.0,1007.86,1.0,0.0,0.0,79.0,10.0,9.0,1007.0,19.0,8.0,1010.0,0.0,11.0,20.0,5.0,15.0,304.0,100.0,11.0
2008,5,0.7649517010235048,-1.3812907019081484,1.0,0.0,49.0,0.0,14.0,2.0,1006.06,1.0,4.0,0.0,75.0,13.0,10.0,1004.0,23.0,9.0,1008.0,0.0,12.0,26.0,2.0,17.0,188.0,100.0,11.0
2009,5,0.7649517010235048,-1.3812907019081484,1.0,0.0,49.0,0.0,14.0,2.0,1006.06,1.0,4.0,0.0,75.0,13.0,10.0,1004.0,23.0,9.0,1008.0,0.0,12.0,26.0,2.0,17.0,188.0,100.0,11.0
2010,5,0.7649517010235048,-1.3812907019081484,1.0,0.0,49.0,0.0,14.0,2.0,1006.06,1.0,4.0,0.0,75.0,13.0,10.0,1004.0,23.0,9.0,1008.0,0.0,12.0,26.0,2.0,17.0,188.0,100.0,11.0
2011,5,0.7649517010235048,-1.3812907019081484,1.0,0.0,70.0,0.0,15.0,10.0,1002.85,1.0,0.0,1.0,90.0,6.0,4.0,997.0,17.0,9.0,1010.0,0.0,10.0,43.0,17.0,13.0,47.0,100.0,8.0
2012,5,0.7649517010235048,-1.3812907019081484,1.0,0.0,70.0,0.0,15.0,10.0,1002.85,1.0,0.0,1.0,90.0,6.0,4.0,997.0,17.0,9.0,1010.0,0.0,10.0,43.0,17.0,13.0,47.0,100.0,8.0
2013,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,29.0,0.0,8.0,14.0,1022.22,1.0,0.0,0.0,55.0,2.0,0.0,1015.0,19.0,8.0,1026.0,0.0,3.0,28.0,0.0,10.0,120.0,81.0,2.0
2014,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,29.0,0.0,8.0,14.0,1022.22,1.0,0.0,0.0,55.0,2.0,0.0,1015.0,19.0,8.0,1026.0,0.0,3.0,28.0,0.0,10.0,120.0,81.0,2.0
2015,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,29.0,0.0,8.0,14.0,1022.22,1.0,0.0,0.0,55.0,2.0,0.0,1015.0,19.0,8.0,1026.0,0.0,3.0,28.0,0.0,10.0,120.0,81.0,2.0
2016,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,21.0,0.0,15.0,2.0,1011.95,1.0,11.0,0.0,57.0,12.0,2.0,1006.0,22.0,20.0,1021.0,0.0,8.0,39.0,2.0,17.0,221.0,88.0,12.0
2017,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,21.0,0.0,15.0,2.0,1011.95,1.0,11.0,0.0,57.0,12.0,2.0,1006.0,22.0,20.0,1021.0,0.0,8.0,39.0,2.0,17.0,221.0,88.0,12.0
2018,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,21.0,0.0,15.0,2.0,1011.95,1.0,11.0,0.0,57.0,12.0,2.0,1006.0,22.0,20.0,1021.0,0.0,8.0,39.0,2.0,17.0,221.0,88.0,12.0
2019,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,21.0,0.0,15.0,2.0,1011.95,1.0,11.0,0.0,57.0,12.0,2.0,1006.0,22.0,20.0,1021.0,0.0,8.0,39.0,2.0,17.0,221.0,88.0,12.0
2020,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,35.0,0.0,7.0,12.0,1024.17,0.0,0.0,0.0,63.0,3.0,3.0,1021.0,18.0,7.0,1027.0,0.0,5.0,18.0,0.0,12.0,103.0,93.0,5.0
2021,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,35.0,0.0,7.0,12.0,1024.17,0.0,0.0,0.0,63.0,3.0,3.0,1021.0,18.0,7.0,1027.0,0.0,5.0,18.0,0.0,12.0,103.0,93.0,5.0
2022,5,0.7649517010235048,-1.3812907019081484,0.0,0.0,35.0,0.0,7.0,12.0,1024.17,0.0,0.0,0.0,63.0,3.0,3.0,1021.0,18.0,7.0,1027.0,0.0,5.0,18.0,0.0,12.0,103.0,93.0,5.0
2023,5,0.7649517010235048,-1.3812907019081484,1.0,0.0,40.0,0.0,16.0,8.0,1011.9,1.0,6.0,0.0,73.0,6.0,0.0,1008.0,19.0,13.0,1020.0,0.0,9.0,43.0,3.0,14.0,180.0,94.0,7.0
2024,5,0.7649517010235048,-1.3812907019081484,1.0,0.0,40.0,0.0,16.0,8.0,1011.9,1.0,6.0,0.0,73.0,6.0,0.0,1008.0,19.0,13.0,1020.0,0.0,9.0,43.0,3.0,14.0,180.0,94.0,7.0
2025,5,0.7649517010235048,-1.3812907019081484,1.0,0.0,40.0,0.0,16.0,8.0,1011.9,1.0,6.0,0.0,73.0,6.0,0.0,1008.0,19.0,13.0,1020.0,0.0,9.0,43.0,3.0,14.0,180.0,94.0,7.0
