id,date,lat,lng,tornado,monthtodatesnowfalli,thunder,meantempi,snow,meanvism,meanwdire,minhumidity,maxvism,since1jancoolingdegreedays,coolingdegreedays,maxdewptm,monthtodatecoolingdegreedays,since1sepheatingdegreedays,precipi,heatingdegreedays,meanpressurem,since1julsnowfallm,monthtodatesnowfallm,precipsource,rain,minwspdm,since1sepcoolingdegreedaysnormal,meanwindspdi,monthtodateheatingdegreedaysnormal,snowfallm,fog,humidity,minwspdi,meanpressurei,gdegreedays,since1julheatingdegreedays,mindewptm,maxwspdi,minpressurem,coolingdegreedaysnormal,maxtempm,minvisi,meanwindspdm,mintempi,maxpressurem,since1sepheatingdegreedaysnormal,hail,meandewptm,maxwspdm,precipm,meantempm,since1julheatingdegreedaysnormal,snowfalli,monthtodateheatingdegreedays,monthtodatecoolingdegreedaysnormal,since1sepcoolingdegreedays,maxpressurei,minvism,minpressurei,maxvisi,heatingdegreedaysnormal,since1jancoolingdegreedaysnormal,snowdepthm,meanwdird,meandewpti,meanvisi,maxhumidity,snowdepthi,mintempm,since1julsnowfalli,maxtempi,maxdewpti,mindewpti

1058,20040422,44.334110387869,-78.502033760220,0,,0,52,0,16.0,West,48,24.1,,0,13,,,0.00,12,1013.43,,,3Or6HourObs,0,4,,9,,,0,78,2,29.93,2,,2,17,1007,,15,5.0,14,46,1022,,0,8,28,0.0,12,,,,,,30.20,8.0,29.73,15.0,,,,279,46,10.0,100,,8,,59,55,36

1059,20040423,44.334110387869,-78.502033760220,0,,0,47,0,18.6,ESE,51,24.1,,0,5,,,0.00,18,1020.73,,,3Or6HourObs,0,6,,6,,,0,64,4,30.14,0,,-2,10,1017,,14,9.0,10,37,1023,,0,2,17,0.0,8,,,,,,30.22,14.5,30.04,15.0,,,,104,35,11.5,76,,3,,57,41,28

1060,20030703,45.018534282026,-79.529059475306

1061,20040601,44.904968601751,-78.640828750740,0,,0,57,0,18.1,West,68,24.1,,0,13,,,0.00,8,1000.82,,,3Or6HourObs,0,0,,4,,,0,83,0,29.56,7,,10,9,1000,,18,6.0,7,50,1003,,0,12,15,0.0,14,,,,,,29.62,9.7,29.52,15.0,,,,276,53,11.2,100,,10,,64,55,50

1062,20040517,44.004780000000,-79.681970000000,0,,0,56,0,,SSE,54,,,0,14,,,0.00,9,1023.10,,,3Or6HourObs,0,4,,7,,,0,77,2,30.22,6,,5,17,1017,,21,,11,42,1027,,0,10,28,0.0,13,,,,,,30.33,,30.02,,,,,158,50,,99,,5,,70,57,41

1063,20040623,45.378240771217,-79.118294684906,0,,0,58,0,24.1,WSW,41,24.1,,0,12,,,0.00,6,1013.83,,,3Or6HourObs,0,0,,6,,,0,60,0,29.94,8,,8,14,1013,,22,15.0,9,46,1015,,0,10,22,0.0,15,,,,,,29.97,24.1,29.91,15.0,,,,246,49,15.0,100,,8,,71,54,46

1064,20040711,45.072500000000,-78.312500000000,0,,0,64,0,,SSW,41,,,0,19,,,0.00,1,1019.90,,,3Or6HourObs,0,0,,1,,,0,78,0,30.12,14,,9,8,1018,,26,,2,48,1021,,0,14,13,0.0,18,,,,,,30.16,,30.07,,,,,209,58,,100,,9,,80,66,49

1065,20040828,42.985542973670,-82.377955698452,0,,1,69,0,19.7,North,84,24.1,,4,20,,,0.00,0,1014.83,,,Precip24Synop,1,6,,5,,,0,90,4,29.97,19,,18,8,1014,,22,3.0,8,66,1017,,0,18,13,0.0,20,,,,,,30.03,4.8,29.94,15.0,,,,4,65,12.3,94,,19,,72,68,64

1066,20040701,43.666666666667,-80.450000000000,0,,0,70,0,,Variable,33,,,5,14,,,0.00,0,1017.75,,,3Or6HourObs,0,7,,7,,,0,60,5,30.05,20,,12,20,1017,,25,,11,62,1018,,0,13,32,0.0,21,,,,,,30.07,,30.03,,,,,-1,56,,81,,17,,78,58,54

1067,20050528,43.929044836602,-78.822863996430,0,,0,58,0,24.1,WSW,28,24.1,,0,9,,,0.00,6,1008.60,,,Precip6GroupSynop,1,0,,3,,,0,58,0,29.79,8,,5,15,1008,,20,15.0,5,48,1009,,0,7,24,0.0,14,,,,,,29.81,24.1,29.77,15.0,,,,246,45,15.0,87,,9,,69,48,41

1068,20050603,44.117992568757,-78.768755740741,0,,0,66,0,23.2,SE,41,24.1,,0,13,,,0.00,0,1016.84,,,3Or6HourObs,0,0,,4,,,0,61,0,30.03,16,,9,13,1015,,23,10.0,7,57,1018,,0,12,20,0.0,18,,,,,,30.08,16.1,29.97,15.0,,,,141,53,14.4,82,,14,,74,55,48

1069,20050604,43.759181524753,-79.748578777778,0,,0,66,0,16.3,SSE,63,24.1,,2,16,,,0.01,0,1014.29,,,Precip6GroupSynop,1,0,,4,,,0,79,0,29.96,16,,13,8,1013,,22,4.0,6,61,1015,,0,15,13,0.2,19,,,,,,29.99,6.4,29.92,15.0,,,,150,60,10.1,94,,16,,72,61,55

1070,20050605,43.754554821116,-79.754257759157,0,,0,72,0,13.8,SSE,49,24.1,,7,19,,,0.00,0,1012.44,,,3Or6HourObs,0,0,,4,,,0,73,0,29.90,22,,15,13,1010,,29,5.0,6,60,1014,,0,17,20,0.0,22,,,,,,29.95,8.0,29.84,15.0,,,,155,63,8.6,94,,15,,84,67,59

1071,20050607,44.117992568757,-78.768755740741,0,,0,75,0,24.1,WNW,25,24.1,,10,14,,,0.00,0,1009.75,,,3Or6HourObs,0,4,,7,,,0,50,2,29.82,25,,12,17,1008,,30,15.0,12,64,1011,,0,13,28,0.0,24,,,,,,29.86,24.1,29.77,15.0,,,,291,56,15.0,73,,18,,86,57,54

1072,20050607,43.929044836602,-78.822863996430,0,,0,75,0,24.1,WNW,25,24.1,,10,14,,,0.00,0,1009.75,,,3Or6HourObs,0,4,,7,,,0,50,2,29.82,25,,12,17,1008,,30,15.0,12,64,1011,,0,13,28,0.0,24,,,,,,29.86,24.1,29.77,15.0,,,,291,56,15.0,73,,18,,86,57,54

1073,20050607,43.754554821116,-79.754257759157,0,,0,75,0,24.1,WNW,31,24.1,,10,16,,,0.00,0,1009.78,,,3Or6HourObs,0,0,,11,,,0,53,0,29.82,25,,13,22,1008,,30,15.0,17,63,1011,,0,15,35,0.0,24,,,,,,29.85,24.1,29.78,15.0,,,,290,58,15.0,77,,17,,87,61,55

1074,20050607,44.004780000000,-79.681970000000,0,,0,68,0,,NW,35,,,4,15,,,0.00,0,1010.05,,,3Or6HourObs,0,2,,5,,,0,66,1,29.83,18,,13,12,1008,,26,,8,58,1012,,0,14,18,0.0,20,,,,,,29.88,,29.77,,,,,310,57,,93,,14,,79,58,55

1075,20050622,44.904968601751,-78.640828750740,0,,0,60,0,14.3,North,26,14.5,,0,16,,,0.00,5,1018.74,,,3Or6HourObs,0,0,,6,,,0,59,0,30.09,10,,4,12,1014,,21,6.0,9,48,1021,,0,8,18,0.0,16,,,,,,30.17,9.7,29.95,9.0,,,,8,47,8.9,94,,9,,69,61,39

1076,20050622,44.904968601751,-78.640828750740,0,,0,60,0,14.3,North,26,14.5,,0,16,,,0.00,5,1018.74,,,3Or6HourObs,0,0,,6,,,0,59,0,30.09,10,,4,12,1014,,21,6.0,9,48,1021,,0,8,18,0.0,16,,,,,,30.17,9.7,29.95,9.0,,,,8,47,8.9,94,,9,,69,61,39

1077,20040614,44.904968601751,-78.640828750740,0,,1,68,0,13.8,West,47,24.1,,4,17,,,0.00,0,1009.98,,,3Or6HourObs,1,4,,9,,,0,75,2,29.83,18,,14,22,1009,,26,0.8,15,59,1011,,0,15,35,0.0,20,,,,,,29.86,1.2,29.79,15.0,,,,270,60,8.6,100,,15,,78,63,57

1078,20040625,44.904968601751,-78.640828750740,0,,0,52,0,24.1,WSW,40,24.1,,0,8,,,0.00,12,1018.93,,,3Or6HourObs,0,0,,3,,,1,61,0,30.09,2,,4,12,1016,,18,15.0,5,41,1021,,0,6,18,0.0,12,,,,,,30.17,24.1,30.00,15.0,,,,245,43,15.0,93,,5,,64,46,39

1079,20040704,44.904968601751,-78.640828750740,0,,1,70,0,10.4,SSE,61,24.1,,4,21,,,0.00,0,1007.42,,,3Or6HourObs,1,7,,7,,,0,76,5,29.75,20,,11,14,1003,,27,2.5,12,59,1012,,0,18,22,0.0,21,,,,,,29.88,4.0,29.63,15.0,,,,156,64,6.5,94,,15,,80,70,52

1080,20040803,46.233469189884,-78.790822876845,0,,0,69,0,22.1,NNE,40,24.1,,4,16,,,0.00,0,1011.21,,,Precip6GroupSynop,0,0,,4,,,0,72,0,29.87,19,,11,9,1010,,25,12.0,7,61,1012,,0,14,15,0.0,20,,,,,,29.90,19.3,29.83,15.0,,,,16,58,13.8,100,,16,,77,61,52

1081,20050602,43.754554821116,-79.754257759157,0,,0,68,0,24.1,ESE,28,24.1,,3,13,,,0.00,0,1019.70,,,3Or6HourObs,0,0,,4,,,0,51,0,30.11,18,,9,10,1017,,27,15.0,6,56,1022,,0,11,17,0.0,20,,,,,,30.17,24.1,30.04,15.0,,,,121,51,15.0,77,,13,,80,55,48

1082,20050707,42.985542973670,-82.377955698452,0,,0,64,0,24.1,NE,58,24.1,,0,18,,,0.00,0,1019.34,,,Precip24Synop,0,0,,3,,,0,76,0,30.10,14,,12,8,1019,,24,15.0,4,53,1019,,0,16,13,0.0,18,,,,,,30.11,24.1,30.09,15.0,,,,45,61,15.0,100,,11,,76,64,54

1083,20050526,43.439100000000,-81.481000000000,0,,0,56,0,,WNW,29,,,0,10,,,0.00,10,1012.07,,,3Or6HourObs,0,2,,4,,,0,63,1,29.89,6,,4,8,1010,,20,,7,42,1014,,0,7,13,0.0,13,,,,,,29.96,,29.82,,,,,289,44,,92,,6,,69,49,39

1084,20060609,44.120480839830,-77.224103769389,0,,0,56,0,16.3,West,79,24.1,,0,16,,,0.04,8,1007.72,,,Precip6GroupSynop,1,0,,5,,,0,92,0,29.76,6,,8,17,1006,,17,3.0,8,50,1010,,0,13,28,1.0,14,,,,,,29.82,4.8,29.70,15.0,,,,272,55,10.1,100,,10,,63,61,46

1085,20060621,44.103393412563,-77.551376342773,0,,0,62,0,24.1,SW,53,24.1,,0,14,,,0.00,3,1016.67,,,Precip6GroupSynop,0,0,,6,,,0,72,0,30.03,12,,11,10,1014,,22,15.0,9,52,1018,,0,12,17,0.0,16,,,,,,30.08,24.1,29.95,15.0,,,,214,54,15.0,94,,11,,72,57,52

1086,20060711,44.103393412563,-77.551376342773,0,,0,70,0,13.6,SW,65,24.1,,4,20,,,0.00,0,1016.56,,,Precip6GroupSynop,1,0,,4,,,0,85,0,30.02,20,,17,15,1014,,24,3.0,6,63,1018,,0,18,24,0.0,20,,,,,,30.06,4.8,29.95,15.0,,,,214,65,8.4,100,,17,,76,68,63

1087,20060724,45.650700460671,-78.945290798611,0,,0,55,0,,Variable,62,,,0,16,,,0.00,10,1014.75,,,Precip24Synop,0,0,,0,,,0,79,0,29.97,5,,8,2,1012,,21,,1,41,1016,,0,12,4,0.0,12,,,,,,30.01,,29.89,,,,,-1,54,,93,,5,,70,61,46

1088,20060806,44.322127512360,-76.514492587279,0,,0,74,0,24.1,South,54,24.1,,10,19,,,0.00,0,1020.24,,,3Or6HourObs,0,4,,8,,,0,64,2,30.13,24,,15,17,1014,,26,15.0,13,71,1023,,0,17,28,0.0,24,,,,,,30.22,24.1,29.96,15.0,,,,170,62,15.0,73,,22,,78,66,59

1089,20060810,44.018921251310,-77.738636541914,0,,0,68,0,24.1,North,45,24.1,,2,17,,,0.00,0,1012.52,,,3Or6HourObs,0,0,,4,,,0,70,0,29.90,18,,9,16,1011,,25,15.0,7,57,1015,,0,14,26,0.0,20,,,,,,29.97,24.1,29.87,15.0,,,,2,58,15.0,94,,14,,78,63,48

1090,20060815,43.258055555556,-79.663888888889,0,,0,70,0,,West,26,,,5,16,,,0.00,0,1012.51,,,3Or6HourObs,0,6,,6,,,0,58,4,29.90,20,,8,12,1009,,24,,10,64,1018,,0,13,18,0.0,21,,,,,,30.07,,29.79,,,,,278,55,,88,,18,,76,61,47

1091,20060827,45.011743002902,-77.799249381173,0,,0,68,0,,South,76,,,3,21,,,0.03,0,1014.91,,,Precip6GroupSynop,0,0,,4,,,0,90,0,29.97,18,,14,7,1012,,24,,6,60,1019,,0,18,11,0.7,20,,,,,,30.10,,29.89,,,,,190,64,,97,,15,,76,69,57

1092,20070420,44.255000000000,-79.160000000000,0,,0,49,0,,West,22,,,0,4,,,0.00,16,1022.51,,,3Or6HourObs,0,0,,3,,,0,67,0,30.20,0,,-2,18,1021,,16,,5,36,1024,,0,2,30,0.0,9,,,,,,30.25,,30.15,,,,,267,35,,99,,2,,62,40,28

1093,20070420,44.401666666667,-79.121666666667,0,,0,49,0,,West,22,,,0,4,,,0.00,16,1022.51,,,3Or6HourObs,0,0,,3,,,0,67,0,30.20,0,,-2,18,1021,,16,,5,36,1024,,0,2,30,0.0,9,,,,,,30.25,,30.15,,,,,267,35,,99,,2,,62,40,28

1094,20070420,44.309444444444,-79.115277777778,0,,0,49,0,,West,22,,,0,4,,,0.00,16,1022.51,,,3Or6HourObs,0,0,,3,,,0,67,0,30.20,0,,-2,18,1021,,16,,5,36,1024,,0,2,30,0.0,9,,,,,,30.25,,30.15,,,,,267,35,,99,,2,,62,40,28

1095,20060921,44.401666666667,-79.121666666667,0,,0,55,0,,NNW,50,,,0,11,,,0.00,10,1016.65,,,3Or6HourObs,0,2,,10,,,0,81,1,30.03,5,,8,17,1013,,16,,16,48,1020,,0,10,28,0.0,12,,,,,,30.11,,29.93,,,,,332,49,,99,,9,,61,52,46

1096,20070510,43.428611111111,-79.751388888889,0,,0,64,0,,West,43,,,0,16,,,0.00,1,1012.96,,,3Or6HourObs,0,2,,4,,,0,74,1,29.92,14,,11,14,1011,,22,,7,56,1014,,0,13,22,0.0,18,,,,,,29.96,,29.87,,,,,265,56,,96,,13,,72,61,51

1097,20070611,44.560056310964,-76.546109638889,0,,0,66,0,24.1,SSW,57,24.1,,1,16,,,0.00,0,1019.24,,,3Or6HourObs,0,0,,3,,,0,73,0,30.10,16,,12,8,1018,,24,15.0,5,57,1020,,0,14,13,0.0,19,,,,,,30.12,24.1,30.07,15.0,,,,213,57,15.0,88,,14,,75,61,54

1098,20070814,45.541392000000,-77.106404000000,0,,0,57,0,18.0,SE,46,24.1,,0,14,,,0.28,8,1014.17,,,Precip6GroupSynop,1,0,,4,,,0,71,0,29.95,7,,7,9,1008,,21,4.0,6,45,1017,,0,10,15,7.0,14,,,,,,30.04,6.4,29.75,15.0,,,,138,50,11.2,93,,7,,69,58,45

1099,20070726,43.262500000000,-79.701944444445,0,,0,72,0,,ESE,36,,,8,18,,,0.00,0,1017.04,,,3Or6HourObs,0,0,,4,,,0,73,0,30.04,22,,12,15,1014,,27,,7,64,1019,,0,16,24,0.0,22,,,,,,30.09,,29.95,,,,,107,60,,93,,18,,81,65,54

1100,20070712,43.687000000000,-79.366500000000,0,,0,69,0,,Variable,28,,,4,16,,,0.16,0,1009.43,,,Precip6GroupSynop,0,,,,,,0,57,,29.81,19,,9,,1008,,27,,,57,1011,,0,11,,4.0,20,,,,,,29.86,,29.76,,,,,-1,52,,94,,14,,81,60,48

1101,20071105,44.255000000000,-79.160000000000,0,,0,40,0,,SSE,69,,,0,8,,,0.08,26,1005.83,,,Precip6GroupSynop,0,4,,11,,,0,90,2,29.71,0,,-0,30,997,,8,,18,31,1013,,0,4,48,2.0,4,,,,,,29.91,,29.44,,,,,165,40,,100,,0,,48,46,31

1102,20071102,44.255000000000,-79.160000000000,0,,0,41,0,,SE,59,,,0,4,,,0.00,24,1027.00,,,3Or6HourObs,0,4,,6,,,0,85,2,30.33,0,,1,14,1024,,9,,10,34,1030,,0,3,22,0.0,5,,,,,,30.41,,30.25,,,,,140,37,,100,,1,,48,39,34

1103,20080405,44.110787249256,-79.431098063787,0,,0,42,0,23.1,SW,36,24.1,,0,3,,,0.00,24,1016.91,,,3Or6HourObs,0,0,,3,,,0,75,0,30.03,0,,-1,9,1010,,12,8.0,5,29,1022,,0,1,15,0.0,6,,,,,,30.19,12.9,29.84,15.0,,,,230,34,14.4,100,,-1,,54,37,30

1104,20080404,44.110787249256,-79.431098063787,0,,0,36,1,16.5,NE,32,24.1,,0,3,,,0.16,29,1011.32,,,Precip6GroupSynop,1,0,,4,,,0,86,0,29.87,0,,-7,10,1007,,4,2.0,7,33,1018,,0,0,17,4.0,2,,,,,,30.07,3.6,29.75,15.0,,,,40,33,10.2,100,,1,,39,37,19

1105,20080407,44.110787249256,-79.431098063787,0,,0,46,0,24.1,ESE,46,24.1,,0,5,,,0.00,19,1019.58,,,3Or6HourObs,0,6,,11,,,0,71,4,30.11,0,,-3,20,1017,,12,15.0,17,38,1021,,0,3,32,0.0,8,,,,,,30.16,24.1,30.03,15.0,,,,105,38,15.0,93,,3,,54,41,27

1106,20080408,44.110787249256,-79.431098063787,0,,0,52,0,17.7,South,36,24.1,,0,6,,,0.00,13,1020.66,,,3Or6HourObs,0,0,,4,,,0,71,0,30.14,2,,2,8,1017,,17,6.0,7,42,1023,,0,5,13,0.0,11,,,,,,30.22,9.7,30.04,15.0,,,,170,41,11.0,93,,5,,62,43,36

1107,20080413,44.110787249256,-79.431098063787,0,,0,38,1,23.8,North,44,24.1,,0,2,,,0.01,28,1012.27,,,Precip6GroupSynop,1,7,,11,,,0,69,5,29.90,0,,-5,17,1008,,6,10.0,17,32,1017,,0,-2,28,0.2,3,,,,,,30.04,16.1,29.77,15.0,,,,1,28,14.8,100,,0,,43,36,23

1108,20080419,45.541392000000,-77.106404000000,0,,0,55,0,14.4,SE,26,14.5,,0,8,,,0.02,10,1015.22,,,Precip6GroupSynop,0,0,,4,,,0,58,0,29.98,5,,1,7,1013,,23,9.0,6,36,1017,,0,5,11,0.5,12,,,,,,30.03,14.5,29.92,9.0,,,,127,41,9.0,87,,2,,74,46,34

1109,20050922,43.190000000000,-80.380000000000,0,,0,65,0,7.9,SW,61,14.5,,0,18,,,0.28,0,1012.47,,,Precip6GroupSynop,1,6,,8,,,0,84,4,29.90,15,,11,20,1010,,23,1.4,13,56,1017,,0,16,32,7.0,18,,,,,,30.04,2.2,29.83,9.0,,,,222,61,4.9,94,,13,,74,64,52

1110,20050923,44.394649728498,-79.735369274532,0,,0,57,0,,Variable,27,,,0,16,,,0.00,8,1020.25,,,Precip24Synop,0,9,,5,,,0,67,6,30.13,7,,3,10,1012,,17,,9,50,1026,,0,9,17,0.0,14,,,,,,30.30,,29.90,,,,,-1,48,,89,,10,,64,60,37

1111,20050730,45.072500000000,-78.312500000000,0,,0,58,0,,North,22,,,0,11,,,0.00,6,1025.89,,,3Or6HourObs,0,0,,1,,,0,64,0,30.30,8,,4,6,1024,,24,,2,41,1027,,0,7,9,0.0,14,,,,,,30.34,,30.24,,,,,6,45,,97,,5,,76,52,39

1112,20050806,45.072500000000,-78.312500000000,0,,0,64,0,,WSW,27,,,0,14,,,0.00,1,1021.39,,,3Or6HourObs,0,0,,2,,,0,67,0,30.16,14,,8,8,1019,,27,,3,48,1023,,0,11,13,0.0,18,,,,,,30.22,,30.10,,,,,237,52,,99,,9,,80,57,46

1113,20050813,45.072500000000,-78.312500000000,0,,0,70,0,,NW,28,,,4,19,,,0.00,0,1012.08,,,3Or6HourObs,0,0,,3,,,0,64,0,29.89,20,,9,7,1009,,26,,5,60,1014,,0,14,11,0.0,20,,,,,,29.95,,29.81,,,,,306,57,,97,,15,,79,66,49

1114,20050827,45.072500000000,-78.312500000000,0,,0,62,0,,South,41,,,0,17,,,0.24,3,1012.40,,,Precip6GroupSynop,0,0,,2,,,0,76,0,29.90,12,,7,12,1008,,26,,4,45,1015,,0,12,18,6.0,16,,,,,,29.99,,29.77,,,,,189,54,,98,,7,,79,63,45

1115,20050906,45.072500000000,-78.312500000000,0,,0,60,0,,SW,42,,,0,15,,,0.00,6,1029.37,,,3Or6HourObs,0,0,,2,,,0,77,0,30.40,10,,6,8,1026,,25,,3,41,1031,,0,10,13,0.0,15,,,,,,30.46,,30.32,,,,,234,50,,99,,5,,78,59,42

1116,20050912,45.072500000000,-78.312500000000,0,,0,74,0,,WNW,33,,,9,19,,,0.00,0,1017.11,,,3Or6HourObs,0,0,,3,,,0,64,0,30.04,24,,12,7,1015,,31,,6,60,1019,,0,16,11,0.0,23,,,,,,30.09,,29.98,,,,,287,60,,94,,15,,88,66,54

1117,20050810,44.031092436194,-80.154714572366,0,,1,76,0,8.3,West,46,14.5,,12,22,,,0.00,0,1012.69,,,3Or6HourObs,1,0,,6,,,0,86,0,29.91,26,,18,23,1011,,32,0.1,9,64,1014,,0,20,37,0.0,25,,,,,,29.96,0.2,29.86,9.0,,,,276,67,5.2,100,,18,,89,72,64

1118,20050812,44.103393412563,-77.551376342773,0,,0,72,0,11.9,South,60,24.1,,7,23,,,0.39,0,1012.96,,,Precip6GroupSynop,1,0,,5,,,0,79,0,29.92,22,,15,10,1009,,26,1.0,8,66,1016,,0,18,17,10.0,22,,,,,,30.01,1.6,29.79,15.0,,,,191,65,7.4,100,,19,,78,73,59

1119,20050908,44.103393412563,-77.551376342773,0,,0,66,0,14.6,West,64,24.1,,2,19,,,0.35,0,1018.04,,,Precip6GroupSynop,1,0,,4,,,0,86,0,30.07,16,,15,8,1017,,22,1.2,6,60,1020,,0,17,13,9.0,19,,,,,,30.12,2.0,30.03,15.0,,,,270,63,9.1,100,,16,,72,66,59

1120,20051129,44.871495558137,-79.848151746635,0,,0,44,0,,WNW,81,,,0,12,,,0.51,20,1003.84,,,Precip6GroupSynop,0,2,,5,,,0,98,1,29.65,0,,3,9,1002,,10,,9,38,1009,,0,7,15,13.0,6,,,,,,29.80,,29.58,,,,,292,45,,100,,3,,50,54,37

1121,20050419,44.871495558137,-79.848151746635,0,,0,60,0,,SW,25,,,0,9,,,0.00,4,1012.81,,,3Or6HourObs,0,2,,3,,,0,61,1,29.91,10,,5,9,1009,,25,,5,43,1017,,0,8,15,0.0,16,,,,,,30.03,,29.80,,,,,221,46,,88,,6,,78,49,40

1122,20051030,45.072500000000,-78.312500000000,0,,0,46,0,,WNW,36,,,0,6,,,0.02,18,1020.43,,,Precip6GroupSynop,0,2,,4,,,0,73,1,30.14,0,,1,9,1019,,16,,6,31,1022,,0,4,15,0.6,8,,,,,,30.18,,30.10,,,,,286,39,,99,,0,,62,43,34

1123,20060414,42.985542973670,-82.377955698452,0,,0,62,0,12.4,SSW,46,14.5,,0,16,,,0.00,4,1005.60,,,3Or6HourObs,1,0,,6,,,0,79,0,29.70,12,,8,15,999,,24,1.1,10,48,1012,,0,11,24,0.0,16,,,,,,29.88,1.8,29.49,9.0,,,,203,52,7.7,100,,9,,75,61,46

1124,20060427,43.899845842180,-77.052988760467,0,,0,42,0,,ESE,36,,,0,2,,,0.00,22,1014.22,,,3Or6HourObs,0,4,,9,,,0,68,2,29.95,0,,-4,16,1010,,10,,15,35,1020,,0,1,26,0.0,6,,,,,,30.12,,29.82,,,,,119,33,,86,,1,,50,36,25

1125,20060429,45.072500000000,-78.312500000000,0,,0,42,0,,SE,9,,,0,-0,,,0.00,22,1032.13,,,3Or6HourObs,0,0,,1,,,0,52,0,30.48,0,,-12,5,1030,,18,,2,20,1034,,0,-6,7,0.0,6,,,,,,30.54,,30.43,,,,,141,21,,93,,-6,,65,31,10

1126,20060513,43.804251545298,-79.182032231233,0,,0,54,0,20.8,ESE,63,24.1,,0,13,,,0.00,10,1010.81,,,Precip6GroupSynop,1,0,,4,,,0,82,0,29.85,4,,8,13,1009,,18,7.0,6,45,1013,,0,10,20,0.0,12,,,,,,29.93,11.3,29.79,15.0,,,,115,50,13.0,100,,7,,64,55,46

1127,20060512,45.072500000000,-78.312500000000,0,,0,59,0,,SE,54,,,0,12,,,0.67,6,1004.48,,,Precip6GroupSynop,0,2,,5,,,0,82,1,29.67,9,,9,8,1000,,19,,8,52,1010,,0,11,13,17.0,15,,,,,,29.83,,29.53,,,,,142,52,,96,,11,,66,54,48

1128,20060526,43.433087000000,-80.303437000000,0,,0,61,0,5.0,East,80,14.5,,0,16,,,0.08,4,1002.00,,,Precip6GroupSynop,1,0,,5,,,0,94,0,29.59,11,,13,9,1001,,18,0.1,8,57,1007,,0,15,15,2.0,16,,,,,,29.73,0.2,29.55,9.0,,,,101,58,3.1,100,,13,,65,61,55

1129,20060528,43.433087000000,-80.303437000000,0,,0,64,0,6.5,SSW,51,14.5,,0,18,,,0.00,0,1018.61,,,3Or6HourObs,1,0,,2,,,0,86,0,30.08,14,,9,16,1018,,27,0.1,4,48,1021,,0,14,26,0.0,18,,,,,,30.15,0.2,30.05,9.0,,,,195,57,4.1,100,,9,,81,65,48

1130,20060609,43.599116151913,-80.107600310363,0,,0,57,0,,Variable,65,,,0,14,,,0.00,8,1011.50,,,Precip24Synop,0,9,,8,,,0,84,6,29.88,7,,6,16,1010,,16,,12,52,1013,,0,11,26,0.0,14,,,,,,29.92,,29.84,,,,,-1,52,,99,,11,,61,56,44

1131,20060630,44.866666666667,-79.816666666660,0,,0,64,0,,West,53,,,0,16,,,0.02,2,1014.86,,,Precip6GroupSynop,0,2,,3,,,0,81,1,29.97,14,,12,7,1014,,22,,5,55,1016,,0,15,11,0.6,18,,,,,,29.99,,29.95,,,,,270,59,,100,,13,,72,62,53

1132,20060704,44.103393412563,-77.551376342773,0,,1,72,0,15.4,SW,47,24.1,,6,21,,,0.12,0,1010.56,,,Precip6GroupSynop,1,0,,8,,,0,83,0,29.85,22,,12,14,1008,,26,3.0,12,64,1013,,0,18,22,3.0,22,,,,,,29.92,4.8,29.78,15.0,,,,230,64,9.6,94,,17,,79,70,54

1133,20060730,44.103393412563,-77.551376342773,0,,0,70,0,20.4,SW,58,24.1,,5,21,,,0.08,0,1011.49,,,Precip6GroupSynop,1,0,,5,,,0,82,0,29.87,20,,16,12,1010,,25,5.0,7,62,1013,,0,18,18,2.0,20,,,,,,29.92,8.0,29.83,15.0,,,,236,65,12.7,100,,16,,78,70,61

1134,20060803,44.103393412563,-77.551376342773,0,,0,74,0,22.2,NW,67,24.1,,8,21,,,0.00,0,1007.86,,,Precip6GroupSynop,1,0,,7,,,0,87,0,29.77,24,,20,14,1005,,26,6.0,11,69,1010,,0,20,22,0.0,24,,,,,,29.83,9.7,29.67,15.0,,,,318,69,13.8,94,,21,,78,70,68

1135,20060814,44.103393412563,-77.551376342773,0,,0,66,0,16.4,SW,58,24.1,,2,21,,,0.08,0,1009.43,,,Precip6GroupSynop,1,0,,7,,,0,79,0,29.81,16,,10,24,1004,,26,1.5,12,55,1015,,0,16,39,2.0,20,,,,,,29.98,2.4,29.65,15.0,,,,219,61,10.2,94,,13,,78,70,50

1136,20060901,45.152760634901,-79.757165923365,0,,0,57,0,,Variable,39,,,0,13,,,0.00,8,1028.75,,,Precip24Synop,0,0,,2,,,0,74,0,30.39,7,,7,8,1028,,24,,3,42,1030,,0,10,13,0.0,14,,,,,,30.43,,30.35,,,,,-1,51,,99,,5,,75,55,45

1137,20060819,45.072500000000,-78.312500000000,0,,0,68,0,,East,35,,,3,18,,,0.00,0,1014.21,,,3Or6HourObs,0,0,,1,,,0,76,0,29.95,18,,13,4,1010,,27,,1,55,1018,,0,15,6,0.0,20,,,,,,30.06,,29.83,,,,,85,59,,95,,13,,81,64,55

1138,20060902,45.072500000000,-78.312500000000,0,,0,56,0,,East,47,,,0,13,,,0.71,8,1027.27,,,Precip6GroupSynop,0,0,,2,,,0,82,0,30.34,6,,8,10,1023,,18,,3,48,1029,,0,11,17,18.0,14,,,,,,30.39,,30.22,,,,,83,51,,94,,9,,65,56,47

